make,model,class,drive,transmission,cylinders,engine_displacement,fuel_type,fuel_type_1,city_mpg,highway_mpg,co2,fuel_economy_score,ghg_score
Volvo,V60 CC AWD,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,22,30,354,5,5
Volvo,V60 FWD,Small Station Wagons,Front-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,25,36,302,7,7
Volvo,V60 Polestar AWD,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,27,388,5,5
Volvo,V90 CC AWD,Midsize Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,30,355,5,5
Volvo,XC60 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,27,395,5,5
Volvo,XC60 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,20,29,384,5,5
Volvo,XC60 FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,23,30,348,6,6
Volvo,XC90 AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,25,399,5,5
Volvo,XC90 AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,25,384,5,5
Volvo,XC90 AWD PHEV,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium and Electricity,Premium Gasoline,24,27,238,7,8
Volvo,XC90 FWD,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,26,373,5,5
